,location,title,company,salary,summary,rating
2072,"Hyderabad, Telangana+3 locations",Senior Machine Learning Engineer,Uber,Full-time,"
Ability to deliver end-to-end solutions, including data preparation, training, and deployment.
The group owns and operates business-critical backend services,…
",3.7
2431,"Hyderabad, Telangana",Data Scientist - Python,Advance Auto Parts,NA,"
Cross-collaborate with data science practices and leverage learnings.
Build intelligent systems to capture and model the vast amount of behavior data to enrich…
",3.4
2520,"Pune, Maharashtra",Senior Software Engineer - Deep Learning,NVIDIA,Full-time,"
Collaborate with various teams to drive an end to end workflow from data curation and training to performance optimization and deployment.
",4.2
2525,"Mumbai, Maharashtra",Data Scientist - Recommender Systems,Tickled Media,NA,"
Good data manipulation skills including cleaning and managing data.
Hands on development and deployment of the recommender system (other data scientists and…
",NA
2529,"Mumbai, Maharashtra",Data Scientist-Client Engineering,IBM,NA,"
Familiar with Data Engineering techniques to gather, prepare, cleanse and transforms client data for analysis and AI Automation, including Automating data…
",3.9
2530,"Mumbai, Maharashtra",Data Science Manager,Indicia Worldwide,NA,"
The ideal candidate will be adept at using data mining and science techniques to analyse large, structured and unstructured data sets to find patterns and…
",NA
2534,India,newPrincipal Data Scientist,Kyndryl,NA,"
Experience with open-source distributed data processing & ML frameworks•Experience working in a Linux environment•Experience workingwithin adevelopment team…
",3.4
2535,"Bengaluru, Karnataka+1 location",Data Science Intern,Entropik Tech,NA,"
Collect new data and refinement of existing data sources for modeling.
Ability to pull data from SQL/NoSQL sources and do basic data manipulation.
",NA
2537,"Gurgaon, Haryana",newSenior Manager Analytics & Visualization,Expedia Group,NA,"
Experience in a data engineer/data scientist/technical analyst role.
You will take complex data analysis and make it simple to understand by distilling internal…
",3.9
2538,"Noida, Uttar Pradesh",Lead- Data Science,Innovacer,NA,"
Experience with data modeling, machine learning algorithms, and data science techniques.
Experience in effectively working with stakeholders in sales and other…
",NA
2540,"Hyderabad, Telangana",TSP Technical CoE- AI/ML Data Scientist,Cyient,NA,"Cyient is a global engineering and technology solutions company. As a Design, Build, and Maintain partner for leading organizations worldwide, we take…",3.5
2541,"Hyderabad, Telangana+1 location",Machine Learning Engineer,Apple,NA,"Summary Posted: Apr 24, 2022 Weekly Hours: 40 Role Number:200370304 At Apple, great ideas quickly have a way of becoming great products, services, and…",4.2
2542,"Mumbai, Maharashtra",Data Scientist - Recommender Systems,Tickled Media,NA,Job Overview A rare and exciting opportunity has arisen for a Data Scientist who specializes in Recommender Systems to join Asia’s market leading pregnancy…,NA
2543,"Bengaluru, Karnataka",Senior Machine Learning Scientist,Algonomy,NA,"Position: Senior Machine Learning Scientist Experience: 2+ Years Location: Bangalore Education: M.S. / Ph.D. in computational field like statistics,…",NA
2544,"Bengaluru, Karnataka",Data Scientist – Machine learning,PayU,NA,"Bangalore, India Payments India - Data Science About PayU PayU, a leading payment and Fintech company in 50+ high-growth markets throughout Asia, Central and…",3.9
2545,"Bengaluru, Karnataka",Lead Data Scientist,Blinkit,NA,Our vision: 100x retail in 5 years Imagine needing something when you are at home and getting it before you have tied your shoelaces to step out. Grofers is…,NA
2546,"Mumbai, Maharashtra",Data Scientist-Client Engineering,IBM,NA,"Introduction IBM is continuously accelerating its digital transformations to help clients modernise their applications, address new markets and make…",3.9
2547,"Mumbai, Maharashtra",Data Science Manager,Indicia Worldwide,NA,Purpose of the role: The Lead Data Scientist will be responsible for ensuring robust analytical frameworks and methodologies are applied to solving business…,NA
2548,"Gurgaon, Haryana+2 locations",Manager - Data Scientist,Tredence,NA,"Required Skills The ideal candidate will Have the ability to handle structured /unstructured data like Text, Image and have prior experience in loading,…",3.9
2549,India,newPrincipal Data Scientist,Kyndryl,NA,"Job Description 489891BR Why Kyndryl We design, build, manage and modernize the mission-critical technology systems that the world depends on every day. Our…",3.4
2550,"Bengaluru, Karnataka+1 location",Data Science Intern,Entropik Tech,NA,Responsibilities Propose and develop solutions independently. Research about state of the art solutions and novel methods to solve AI problems. Collect new…,NA
2551,"Kolkata, West Bengal",Machine Learning Expert,Identh Consolidated,NA,Experience: 1-6 Years of relevant industry experience Technical and Non-Technical Skills: Proficiency with a deep learning framework such as AWS sagemaker…,NA
2552,"Gurgaon, Haryana",newSenior Manager Analytics & Visualization,Expedia Group,NA,Senior Manager Analytics & Visualization Have you ever had the opportunity to impact the lives of millions of people in a meaningful way and help them…,3.9
2553,"Noida, Uttar Pradesh",Lead- Data Science,Innovacer,NA,Noida Full-Time Go To Market We want people who are passionate about solving today’s healthcare challenges and positively impacting people’s health and well…,NA
2554,"Bengaluru, Karnataka","Big Data Engineer (Sr./Lead) (Hadoop, Spark)",Micron,NA,Our vision is to transform how the world uses information to enrich life for all. Join an inclusive team passionate about one thing: using their expertise in…,3.7
2570,"Hyderabad, Telangana",TSP Technical CoE- AI/ML Data Scientist,Cyient,NA,"
The data scientist collaborates with business partners to define the technical problem statement and hypothesis to test; develops efficient and accurate…
",3.5
2585,"Hyderabad, Telangana",TSP Technical CoE- AI/ML Data Scientist,Cyient,Full-time,"
The data scientist collaborates with business partners to define the technical problem statement and hypothesis to test; develops efficient and accurate…
",3.5
2587,"Mumbai, Maharashtra",Data Scientist - Recommender Systems,Tickled Media,Full-time,"
Good data manipulation skills including cleaning and managing data.
Hands on development and deployment of the recommender system (other data scientists and…
",NA
2591,"Mumbai, Maharashtra",Data Scientist-Client Engineering,IBM,Full-time,"
Familiar with Data Engineering techniques to gather, prepare, cleanse and transforms client data for analysis and AI Automation, including Automating data…
",3.9
2594,India,newPrincipal Data Scientist,Kyndryl,Full-time,"
Experience with open-source distributed data processing & ML frameworks•Experience working in a Linux environment•Experience workingwithin adevelopment team…
",3.4
2595,"Bengaluru, Karnataka+1 location",Data Science Intern,Entropik Tech,Full-time +1,"
Collect new data and refinement of existing data sources for modeling.
Ability to pull data from SQL/NoSQL sources and do basic data manipulation.
",NA
2597,"Gurgaon, Haryana",newSenior Manager Analytics & Visualization,Expedia Group,Full-time,"
Experience in a data engineer/data scientist/technical analyst role.
You will take complex data analysis and make it simple to understand by distilling internal…
",3.9
2598,"Noida, Uttar Pradesh",Lead- Data Science,Innovacer,Full-time,"
Experience with data modeling, machine learning algorithms, and data science techniques.
Experience in effectively working with stakeholders in sales and other…
",NA
2614,"Bengaluru, Karnataka","Software Engineer II - Backend Machine Learning ,Cognitive P...",Uber,Full-time,"
Familiarity with conversational assistants especially conversational data.
The right person will work with stakeholders, product managers, scientists, partner…
",3.7
2729,"Bengaluru, Karnataka",Data Science - Analyst/Lead Analyst,Infosys Limited,NA,"
Leverages advanced knowledge and experience and translates into a hands-on application to provide solution's in the areas of predictive analytics and data…
",3.9
2855,"Pune, Maharashtra+3 locations",newCIEL/SEL/23614: Data Scientist,CIEL HR Services,NA,"
It will allow to detect/identify automatically “control events” in large amount of testing data.
In this position you will develop tools and set up standards to…
",4.2
2908,"Pune, Maharashtra",Senior Software Engineer - Deep Learning,NVIDIA,NA,"Intelligent machines powered by Artificial Intelligence computers that can learn, reason and interact with people are no longer science fiction. Deep Learning…",4.2
2909,"Hyderabad, Telangana","newSenior Data Science Engineer, SMAI",Micron,NA,Our vision is to transform how the world uses information to enrich life for all. Join an inclusive team passionate about one thing: using their expertise in…,3.7
2910,"Hyderabad, Telangana","PDE Process Control System Engineer(Deep Learning, Data Scie...",Micron,NA,Our vision is to transform how the world uses information to enrich life for all. Join an inclusive team passionate about one thing: using their expertise in…,3.7
2911,"Hyderabad, Telangana",Data Engineer,Advance Auto Parts,NA,"About Advance Auto Parts Advance Auto Parts, Inc. is a leading automotive aftermarket parts provider that serves both professional installer and do-it…",3.4
2912,"Hyderabad, Telangana","STAFF DATA SCIENCE ENGINEER, SMAI",Micron,NA,Our vision is to transform how the world uses information to enrich life for all. Join an inclusive team passionate about one thing: using their expertise in…,3.7
2913,"Bengaluru, Karnataka",Quantitative Analytics Senior Manager,Wells Fargo,NA,About Wells Fargo Wells Fargo & Company (NYSE: WFC) is a leading global financial services company headquartered in San Francisco (United States). Wells…,3.7
